company_name,sector,revenue,ebitda,ebitda_margin,net_profit_margin,debt_to_equity,interest_coverage,current_ratio,quick_ratio,roa,roe,operating_cash_flow,total_debt,dscr,promoter_holding,company_age,market_cap,external_macro_risk_flag,qualitative_risk_score,credit_rating
Himalaya Technologies,Banking & Financial Services,43389.32,17164.05,23.59,12.84,0.45,14.62,2.43,1.08,14.29,14.43,15460.16,28637.98,4.42,76.53,29.57,136647.69,0,2.0,AA-
Nav Ceramics,Energy & Oil,16576.44,6207.66,21.62,6.36,0.97,3.18,2.32,1.48,12.78,17.68,4780.96,16019.84,2.99,51.64,46.23,22141.44,0,4.5,A+
Desh Finance,Aviation,26336.57,15590.19,16.08,12.82,0.42,9.69,1.14,0.8,6.41,20.29,9819.38,29830.76,3.62,50.62,37.07,99551.78,0,2.9,A
Chanakya Textiles,Chemicals,38466.69,10831.23,20.55,16.01,0.74,6.26,1.95,1.4,12.03,16.48,4784.39,35919.73,3.61,61.29,40.63,5058.5,0,4.5,A-
Indus Corporation,Chemicals,97554.3,23741.07,34.86,29.64,0.42,19.81,2.27,1.62,6.84,25.17,27977.64,24521.42,6.01,60.77,43.71,117463.52,0,1.0,AAA
Kaveri Exports,Aviation,93898.85,4883.4,23.82,8.26,0.56,9.99,2.02,1.23,11.01,15.82,10178.79,45489.16,3.97,63.33,35.03,52933.87,0,4.5,AA
Desh Polymers,Energy & Oil,3137.72,526.5,1.69,-7.27,1.87,2.19,1.02,0.85,0.48,-6.43,-132.61,15176.2,0.86,34.84,10.0,5349.29,0,7.7,B+
Param Chemicals,Energy & Oil,87813.13,19577.97,23.83,17.86,0.47,20.56,3.41,1.61,9.69,27.48,26142.91,16097.99,4.44,50.29,72.35,318613.51,0,1.0,AAA
Vivek Chemicals,Aviation,27410.62,1716.27,23.9,7.67,1.05,3.55,1.28,1.28,6.77,14.26,2832.14,14523.75,1.8,42.89,38.67,35034.11,0,4.3,BBB+
Shri Pharma,Cement,30408.4,3273.37,14.35,12.65,1.0,3.12,1.33,0.67,5.63,8.71,1472.7,11546.77,1.51,37.93,26.47,17666.1,1,6.9,BBB+
Aarav Exports,Pharmaceuticals,27199.9,10222.26,23.59,11.75,0.88,6.04,1.88,1.09,6.76,15.07,-1887.61,50441.09,4.53,54.04,39.99,82431.73,0,4.2,A
Param Ventures,Pharmaceuticals,22324.08,17808.26,19.06,15.63,0.75,10.39,1.6,1.71,9.57,16.62,6916.03,17994.81,0.73,64.89,26.13,85088.0,0,4.5,A-
Prem Infra,Aviation,12009.46,-771.76,12.46,2.97,2.5,2.47,1.3,0.75,1.63,5.7,-279.94,10096.56,0.76,21.87,18.93,11204.29,1,6.1,BB
Priya Technologies,Banking & Financial Services,3262.96,946.25,6.71,3.81,0.89,2.56,1.01,0.88,4.33,7.98,1279.48,10.0,1.05,57.44,22.07,19090.78,0,6.7,BB-
Kaveri Capital,Banking & Financial Services,25464.38,3187.03,17.62,10.37,0.62,4.16,1.96,1.89,10.33,13.71,10056.12,33199.76,2.77,50.76,29.6,69531.98,0,2.9,A+
Anand Ventures,Power & Utilities,16016.66,8876.57,22.14,10.75,0.46,8.5,2.22,0.6,11.35,14.16,6759.95,45073.35,4.12,64.03,34.89,8730.78,0,4.2,A
Surya Polymers,Banking & Financial Services,54156.55,3834.1,18.65,9.77,0.62,8.15,1.89,1.22,14.64,9.26,8191.64,12265.33,2.67,53.78,42.14,42164.54,0,3.3,A+
Jai Pharma,Steel & Metals,4200.47,4264.62,16.41,9.31,1.17,3.27,1.75,1.26,7.83,12.12,4934.8,15007.01,1.7,62.34,32.43,15643.24,0,4.8,BBB+
Indus Power,Media & Entertainment,8151.32,6449.01,18.8,5.7,0.78,2.57,1.23,0.96,7.23,8.1,6621.17,8680.4,1.1,68.26,37.21,17264.77,0,5.3,BBB-
Laxmi Infra,Telecom,32460.82,1665.84,7.59,8.62,1.34,9.71,1.7,0.96,8.7,16.76,8402.88,10.0,5.33,65.59,29.63,28445.67,0,3.9,A+
Arun Engineering,Power & Utilities,31658.65,9562.51,19.44,13.61,1.02,6.69,1.92,1.79,4.01,11.81,6106.24,17051.99,2.48,67.45,30.21,10.0,1,3.5,A
Sagar Foods,Infrastructure & Construction,4119.07,594.61,6.9,0.58,1.55,0.78,0.78,0.56,2.04,4.62,447.2,8927.33,1.18,45.09,12.67,4508.37,1,5.8,B-
Vijay Enterprises,IT & Technology,34832.59,19232.2,25.48,15.45,0.33,4.13,2.91,1.52,9.71,15.31,18527.13,32576.21,2.83,69.65,39.82,63367.47,0,1.9,AA+
Narmada Industries,Steel & Metals,6224.21,10992.59,18.9,14.47,0.89,7.1,0.98,1.0,9.42,9.9,7492.26,7139.43,2.81,71.32,41.3,10.0,0,5.0,A-
Kiran Finance,Chemicals,21985.08,1580.06,4.54,5.3,2.76,1.85,1.41,0.63,3.56,-0.47,229.8,15938.79,1.09,23.79,14.0,9977.93,1,6.5,BB+
Deccan Agri,IT & Technology,68299.22,11597.86,33.16,12.04,0.89,13.34,2.02,1.48,11.62,20.39,17567.29,5912.91,4.24,36.83,39.34,187234.75,0,1.2,AA
Ganesh Polymers,Cement,55519.88,23712.0,26.95,8.38,0.16,10.29,1.61,1.65,11.59,16.04,21888.53,29085.61,5.01,67.21,39.75,88333.16,0,3.0,AA+
Nav Holdings,Energy & Oil,33740.87,26075.23,20.52,16.86,0.45,8.65,3.29,1.42,10.09,15.34,11246.24,20784.32,2.68,53.76,51.15,161619.21,0,2.5,AA
Nav Logistics,Energy & Oil,2917.01,224.15,1.32,-3.67,1.94,1.45,0.82,0.55,0.45,7.98,-78.51,14216.43,0.78,36.02,13.47,3142.91,0,7.5,B
Radha Technologies,Media & Entertainment,149775.06,24533.76,18.08,23.19,0.3,15.16,2.64,0.94,8.16,30.24,12730.48,22724.96,2.6,53.63,68.57,189749.9,0,1.5,AAA
Raj Ceramics,Cement,44808.2,9239.69,17.84,21.61,0.81,6.88,1.65,1.46,12.02,17.27,13997.12,21409.01,3.69,82.13,34.12,198396.81,0,2.9,AA-
Vivek Corporation,Cement,2954.73,24372.69,26.4,20.1,0.12,18.78,3.39,2.59,12.85,16.7,21165.13,29048.59,5.1,65.62,50.3,149652.98,0,1.4,AAA
Priya Power,Energy & Oil,60088.07,17552.55,27.09,18.23,0.33,7.26,2.18,1.59,9.43,18.96,16449.3,36250.14,5.21,44.85,24.56,82621.28,0,2.3,AA
Durga Holdings,Telecom,9473.61,2391.16,17.42,4.01,2.14,3.53,1.72,0.85,6.15,11.3,4042.26,17616.24,2.58,30.1,33.49,21780.8,0,6.6,BBB
Raj Textiles,Real Estate,63276.56,-1832.42,20.88,14.82,0.93,9.03,2.32,1.39,13.69,18.75,4594.34,19714.79,3.79,42.48,27.08,42812.84,0,3.3,A+
Radha Ceramics,Banking & Financial Services,1830.29,5324.16,12.98,14.06,1.32,5.02,1.59,1.33,6.14,11.71,4467.82,49831.67,1.67,57.54,23.95,27590.89,0,3.3,BBB
Jai Corporation,Automobile,12998.13,4999.11,11.17,10.76,1.27,3.27,1.67,1.17,5.84,14.05,2865.58,264.01,1.61,26.35,30.57,33443.0,0,5.4,BBB
Narmada Limited,Cement,12839.63,-61.28,9.57,-0.24,1.59,3.29,1.42,0.93,2.73,4.02,912.22,27106.76,1.32,19.8,18.84,10.0,0,5.9,BB-
Deccan Technologies,Cement,31075.14,33815.17,33.92,21.16,0.51,18.17,2.41,2.26,13.14,28.33,20528.79,18039.39,2.84,62.49,53.87,97578.65,0,1.8,AAA
Param Corporation,IT & Technology,3986.95,-94.23,3.91,-0.4,2.65,1.04,0.82,0.53,1.1,6.85,283.59,23384.55,1.08,57.45,20.21,6907.37,0,8.0,B+
Priya Pharma,Chemicals,27183.21,5798.05,11.15,9.97,1.23,5.72,0.98,0.81,1.38,11.43,6574.91,19467.9,1.85,54.6,22.84,25490.39,0,4.3,BBB
Parvati Exports,FMCG,47648.83,19193.53,30.57,21.19,0.57,11.07,2.58,1.36,9.09,17.5,3349.89,26882.81,4.85,50.9,48.53,62252.14,0,4.1,AA
Kiran Holdings,Automobile,2988.83,176.54,10.86,4.81,2.2,3.6,0.96,0.68,5.41,9.82,1280.05,10101.31,1.54,53.24,19.52,4490.43,1,7.8,BB
Indus Infra,Chemicals,718.1,120.07,2.49,-0.23,2.49,1.48,0.99,0.61,1.42,5.5,-304.51,20572.67,0.59,28.35,14.04,2811.49,0,7.6,B+
Aarav Solutions,Media & Entertainment,24792.02,14379.41,23.54,13.21,1.01,4.59,2.67,0.92,8.28,13.85,4702.34,21186.15,2.18,66.26,17.54,79506.92,0,3.2,A+
Kaveri Limited,Telecom,5597.82,344.74,0.6,-2.27,3.02,1.3,0.95,0.54,0.71,1.7,-324.08,12490.03,0.93,36.01,22.61,488.59,0,7.6,B
Deccan Solutions,Pharmaceuticals,34387.8,-1055.44,23.01,12.99,0.16,5.77,1.48,1.14,4.65,16.66,13047.11,31975.35,1.07,55.43,29.66,16969.62,1,4.2,A-
Surya Exports,Pharmaceuticals,8315.07,-287.47,4.94,6.0,1.14,2.88,1.2,1.14,5.93,11.6,3969.68,12124.31,1.25,41.73,18.09,10.0,0,5.9,BBB
Vivek Industries,Cement,1280.51,-289.93,-16.95,-13.41,3.82,-1.48,0.57,0.2,-14.68,-24.48,-819.23,3812.37,-0.03,21.22,10.0,930.86,1,9.3,D
Kiran Ventures,Banking & Financial Services,55913.4,11935.41,20.72,5.76,0.56,3.89,1.81,1.12,12.01,8.71,1354.64,31669.43,3.22,20.95,11.18,42091.89,0,5.0,A
Parvati Ventures,Infrastructure & Construction,5927.51,1063.48,6.65,5.9,2.72,3.0,1.14,0.63,3.01,11.14,559.69,10.0,1.09,38.09,10.0,9392.22,1,8.0,BB-
Krishna Chemicals,Banking & Financial Services,6017.21,10787.35,24.83,14.08,0.5,3.87,1.84,1.33,6.6,20.17,4396.99,10.0,2.62,57.76,36.1,60026.68,0,2.6,A
Param Solutions,Banking & Financial Services,5881.46,2436.04,2.13,3.84,2.54,2.97,1.32,0.94,1.44,11.12,79.96,4595.87,1.32,35.1,19.65,10584.6,0,6.8,BB
Raj Limited,Telecom,8814.66,4352.98,10.84,10.74,1.23,3.98,0.87,0.44,2.0,16.24,433.32,28787.72,1.48,45.12,23.55,44656.68,0,5.3,BBB
Jai Industries,Power & Utilities,82417.46,9567.62,31.41,19.61,0.68,9.53,1.98,1.25,8.58,14.33,13201.09,19259.96,4.23,62.88,26.1,34613.89,0,1.9,AA-
Kaveri Ventures,Aviation,14152.58,15130.59,12.33,20.09,0.89,7.97,2.15,1.52,12.15,10.67,5374.49,15207.3,1.44,44.07,54.47,44796.0,0,5.2,A-
Nav Agri,IT & Technology,83912.35,16074.72,31.79,13.3,0.87,6.59,1.8,1.35,9.88,13.14,489.5,33454.28,2.25,44.93,30.29,38835.7,1,3.4,A
Meera Engineering,Automobile,79011.24,15442.11,24.47,16.63,0.24,11.01,2.62,2.0,6.94,11.92,7779.09,38615.95,4.02,50.25,20.21,58960.64,0,3.2,AA+
Narmada Chemicals,Telecom,120501.77,11401.18,35.27,23.25,0.11,14.58,3.0,2.08,8.87,22.66,23726.38,27636.75,4.0,57.64,50.82,229121.59,0,2.0,AAA
Ganesh Ventures,Cement,9746.64,9285.84,16.29,11.43,1.31,3.2,1.69,0.85,8.38,19.19,6678.62,26249.26,3.86,55.97,41.83,71457.72,0,3.4,A
Meera Chemicals,Media & Entertainment,36877.02,14048.2,40.32,18.13,0.48,7.96,2.15,2.38,12.98,23.54,16989.24,13859.39,4.54,63.44,67.83,361442.22,0,1.2,AAA
Ganga Agri,Real Estate,36938.46,24288.49,29.14,8.4,0.11,7.51,2.32,1.59,12.54,17.3,19384.51,31265.34,3.88,69.45,17.27,94895.52,0,3.0,AA
Laxmi Capital,FMCG,10.0,991.67,11.6,5.43,2.51,2.61,1.13,0.93,2.7,7.44,1276.88,15546.99,1.31,55.46,23.7,15400.83,0,7.1,BB+
Arjun Pharma,Banking & Financial Services,10387.07,4023.65,17.34,9.84,1.8,1.48,1.85,1.46,6.14,12.78,2065.04,20075.89,2.15,55.6,31.21,29400.03,1,5.6,BBB-
Bharat Engineering,IT & Technology,2878.26,1865.81,17.43,3.92,2.7,1.27,1.14,0.67,5.07,11.92,740.48,27710.62,1.7,41.54,19.04,12401.69,0,6.6,BB+
Ganga Exports,Steel & Metals,68570.17,5249.94,24.27,14.1,0.75,6.44,2.5,1.49,9.77,21.4,4842.36,12296.28,4.21,53.64,42.72,27130.12,1,2.6,A
Ashoka Capital,Real Estate,4191.22,173.23,1.49,0.09,0.67,0.42,1.06,0.65,-0.61,5.19,-63.46,17775.71,0.77,30.12,11.45,9398.82,1,7.7,B
Raj Polymers,Energy & Oil,22813.69,1075.17,7.03,6.2,1.5,3.09,1.33,1.23,3.39,10.73,-224.91,23848.63,1.91,57.55,12.55,17121.69,0,4.8,BBB
Raj Engineering,Automobile,87044.7,11754.73,16.8,13.28,0.18,6.11,2.54,1.02,11.94,18.1,7810.83,24728.2,2.86,66.41,31.52,76817.99,1,3.1,AA
Ganesh Agri,Real Estate,63611.1,-4351.91,26.53,9.02,0.43,9.68,2.02,1.8,13.16,14.91,6141.22,21568.37,2.26,53.23,62.22,9621.97,0,2.0,AA
Nav Technologies,Textiles,35052.68,1924.28,12.6,4.91,1.2,3.82,1.13,1.25,5.54,13.56,1909.36,22918.21,1.69,65.49,25.16,20131.31,1,4.6,BBB-
Ganga Pharma,Infrastructure & Construction,55943.05,19737.11,20.89,16.51,0.54,11.08,1.35,1.23,6.9,18.13,5594.16,16045.11,2.61,53.97,25.14,145474.51,0,2.6,AA-
Raj Corporation,Aviation,11980.58,-1075.37,12.71,5.72,1.3,4.24,1.5,1.32,3.86,9.17,4368.18,21994.6,1.68,70.16,29.78,17141.84,0,6.1,BBB+
Anand Polymers,Power & Utilities,924.2,-490.19,-12.59,-17.96,8.65,-0.56,0.47,0.26,-14.93,-11.9,-1216.84,9546.89,-0.1,17.02,10.0,447.51,0,8.7,D
Indus Engineering,Power & Utilities,78823.42,40724.09,20.81,15.73,0.35,15.39,2.89,2.51,11.62,19.4,12216.22,12214.38,7.01,48.39,31.12,63431.69,0,1.0,AAA
Vindhya Exports,Textiles,66933.05,4624.39,28.16,24.33,0.28,14.46,1.86,1.84,14.44,17.04,23894.02,22080.55,4.21,67.81,52.81,314713.8,0,1.0,AAA
Arun Agri,Steel & Metals,1261.69,21.99,-25.77,-29.6,5.24,-1.07,0.35,0.18,-8.65,-48.96,-1086.95,11349.64,0.18,7.41,10.0,864.4,1,8.7,D
Jai Engineering,Chemicals,23749.54,6446.09,10.57,8.12,1.64,3.64,0.88,1.11,3.04,7.19,-609.95,34284.89,1.38,52.0,29.79,22427.28,0,5.3,BBB
Kiran Infra,Media & Entertainment,53452.44,8678.88,19.9,15.58,0.47,11.29,2.75,1.74,8.57,9.28,6386.38,5866.12,3.07,60.42,43.27,211490.66,0,4.0,AA
Jai Finance,Media & Entertainment,6145.42,780.0,3.56,-2.22,2.14,0.99,0.77,0.45,1.63,-1.02,-260.05,3023.31,0.74,20.14,10.63,4501.11,0,7.0,B
Sagar Ceramics,Cement,88.18,198.53,7.62,3.67,2.78,1.6,1.25,0.53,3.23,1.96,505.95,17668.58,0.31,20.51,10.0,10.0,0,9.2,B+
Vindhya Logistics,Chemicals,12423.27,4708.31,22.42,8.62,1.19,3.21,1.56,1.22,5.92,12.28,2407.83,884.55,2.25,32.58,30.19,31336.05,1,4.5,BBB+
Vivek Finance,Aviation,36214.75,2841.04,8.9,10.4,0.89,1.2,1.56,0.77,5.64,8.56,3772.97,22201.98,0.51,52.58,21.1,41250.76,0,5.6,BBB
Priya Foods,Textiles,17210.27,3944.7,19.87,10.56,1.2,5.69,1.31,1.01,10.41,14.33,5117.15,43902.81,2.07,25.18,21.77,57262.67,0,2.3,A+
Raj Ventures,Aviation,75401.49,15144.48,27.33,17.68,0.24,10.91,2.65,2.06,13.16,20.05,575.47,21820.78,2.84,70.82,58.96,42968.27,0,2.7,AA+
Raj Industries,Textiles,24007.91,-351.24,3.95,8.11,0.19,3.69,1.58,1.31,3.75,11.48,3672.72,5891.36,2.26,51.29,17.95,22120.71,0,5.6,BBB
Kiran Ceramics,Telecom,23511.72,8521.91,16.9,8.25,0.85,4.21,2.12,1.51,6.09,15.86,2921.2,3935.31,2.32,51.4,38.26,54484.4,0,2.7,A+
Ganga Corporation,Power & Utilities,11233.02,6288.73,5.34,6.64,0.77,3.27,1.27,1.15,5.51,7.08,1441.31,19998.6,2.17,77.2,31.03,4812.5,0,5.1,BBB-
Radha Limited,Telecom,5403.05,1576.21,0.91,5.66,1.51,1.91,1.52,0.55,3.41,9.38,902.2,10.0,1.61,39.04,13.78,6137.1,0,5.5,BB-
Parvati Technologies,Chemicals,86598.02,16833.2,34.7,22.59,0.45,13.94,2.32,1.27,20.58,25.31,11768.22,28545.24,7.03,51.19,39.93,186767.52,0,1.4,AAA
Shri Industries,Chemicals,22119.62,253.48,16.47,11.51,1.36,3.41,1.2,1.21,2.65,11.73,2545.93,33507.33,1.51,42.03,11.58,26559.26,1,4.3,BBB
Laxmi Chemicals,Aviation,16197.31,9916.97,14.49,7.94,1.07,5.67,2.18,1.17,8.0,15.63,11549.15,47588.09,3.72,44.45,20.16,72823.74,0,4.4,A+
Ganesh Engineering,Cement,4039.15,654.73,7.98,1.45,2.65,1.05,0.74,0.5,-0.05,-3.4,242.86,11675.41,0.99,53.91,19.95,6546.16,0,6.4,B+
Vikram Corporation,Infrastructure & Construction,46753.38,13719.6,27.78,13.94,0.2,6.73,2.02,1.74,11.57,18.64,3650.88,12563.24,3.23,42.49,49.7,10.0,1,3.8,A+
Aarav Ceramics,Steel & Metals,12932.33,1149.77,4.69,6.41,0.99,4.83,1.17,1.11,2.42,12.44,-1527.86,45143.55,1.73,14.47,16.82,6865.07,0,4.7,BBB
Konkan Holdings,Real Estate,8373.83,1367.18,9.21,10.47,1.68,3.19,1.39,0.72,5.14,11.69,2105.08,24752.9,1.95,35.35,35.93,16885.31,1,5.3,BBB+
Priya Solutions,Cement,65476.8,12788.71,21.14,9.11,0.59,7.07,1.86,1.09,10.08,15.16,9356.04,13367.95,3.6,58.01,46.37,79322.92,0,3.4,A
Deccan Holdings,FMCG,32830.31,2418.86,18.74,6.86,0.46,2.03,1.52,1.18,5.82,14.44,3204.27,10697.18,2.1,50.04,18.24,27087.79,1,4.5,BBB-
Himalaya Finance,Real Estate,7110.67,2330.85,15.52,4.56,1.83,0.85,1.58,1.01,4.13,0.18,824.55,14728.71,1.4,35.69,16.15,11716.48,0,6.0,BB+
Parvati Engineering,Textiles,16933.27,5676.97,19.04,11.23,1.23,5.29,0.88,1.51,9.3,12.37,3998.07,19544.0,1.7,40.67,23.51,28339.0,1,6.6,BBB
Laxmi Industries,Steel & Metals,8501.37,8.94,16.58,0.34,1.46,2.22,1.25,0.51,1.88,2.56,1173.03,27833.8,0.83,55.94,25.45,4045.58,0,5.6,BB+
Desh Pharma,Telecom,442.85,116.67,-18.95,-33.05,7.44,-1.65,0.48,0.1,-15.33,-26.25,275.12,18988.94,-0.06,12.03,10.0,809.08,1,9.6,D
Ashoka Industries,Power & Utilities,21231.43,-1158.1,13.31,9.73,0.82,8.02,1.94,1.63,8.07,12.18,5265.0,38432.76,3.63,50.23,20.85,60069.74,0,4.5,A-
Vikram Enterprises,Textiles,8212.37,1664.41,18.78,6.78,1.02,5.0,0.99,1.51,3.77,13.6,2304.16,23256.35,1.67,58.28,20.53,11405.8,0,5.0,BBB+
Sagar Industries,Chemicals,52972.18,6116.56,43.06,17.24,0.5,16.99,2.89,2.08,20.65,11.04,19929.07,12878.37,4.68,63.19,49.67,218813.07,0,1.0,AAA
Indus Enterprises,Chemicals,9906.83,1772.84,7.83,9.6,2.6,2.68,1.36,0.81,4.71,11.71,1284.81,10297.17,1.19,50.03,24.7,7535.14,1,7.8,BB
Vivek Pharma,Textiles,4276.8,1117.34,8.36,5.17,1.7,5.04,1.38,1.12,4.98,7.42,6492.59,36496.88,1.98,37.73,21.75,9613.62,1,5.2,BBB+
Arun Ventures,Media & Entertainment,23859.74,955.14,30.66,12.95,0.94,5.16,1.18,1.27,7.19,17.84,9624.31,39475.44,3.59,73.64,36.68,82976.47,0,2.0,A-
Shakti Steel,Cement,46136.99,7926.02,26.39,12.84,0.62,12.94,2.8,2.25,5.97,13.2,28566.89,34114.28,4.02,58.32,41.15,10.0,0,2.4,AA+
Meera Corporation,Automobile,1852.42,195.2,15.23,0.25,2.72,1.12,1.02,0.53,2.87,4.77,-186.15,11139.97,0.76,31.73,15.06,4586.81,1,7.8,B
Sahyadri Chemicals,Cement,31541.48,-2180.43,23.89,13.95,0.5,6.56,2.06,1.71,9.28,16.29,9787.09,23401.9,3.13,44.55,45.32,1708.67,0,3.5,A
Priya Holdings,Power & Utilities,24653.87,1438.91,15.45,8.18,1.37,2.24,1.59,0.54,3.66,6.31,3990.79,24801.57,2.03,65.68,20.84,29143.79,0,4.9,BBB-
Ganesh Finance,IT & Technology,82665.65,28573.16,22.41,19.33,0.56,10.99,2.32,1.47,0.25,24.14,6831.6,19101.31,3.58,50.16,45.6,97341.25,0,2.6,AA
Desh Steel,Chemicals,1950.43,178.35,-13.04,-14.03,5.09,0.11,0.51,0.28,-5.3,-8.49,-283.98,2800.04,0.55,43.91,10.0,10.0,1,9.8,C
Arun Capital,FMCG,10.0,19708.06,34.83,12.55,0.82,9.47,2.36,1.31,14.0,21.34,21348.26,39287.29,3.79,89.08,62.26,132430.96,1,1.3,AA-
Surya Corporation,Aviation,13874.3,7464.34,33.26,17.95,0.38,9.59,2.07,1.92,8.36,19.4,12800.51,11813.58,5.39,55.04,27.11,151172.8,0,2.8,AA-
Anand Logistics,Automobile,445.96,684.35,13.69,-2.79,2.78,0.61,1.44,0.79,1.42,-1.91,-95.82,17970.2,0.46,15.03,12.05,3333.54,1,7.1,B+
Chanakya Enterprises,Aviation,6760.44,98.36,7.51,1.64,2.98,1.59,0.81,0.5,-1.53,-5.08,147.21,11139.82,0.53,21.93,21.14,5189.6,0,7.1,B
Arjun Corporation,Infrastructure & Construction,60150.07,9614.84,20.15,14.65,0.72,13.54,1.83,1.78,10.98,13.97,9217.55,6829.19,4.96,73.52,35.84,61055.24,0,3.5,AA-
Kiran Capital,Cement,9940.59,6833.8,19.71,8.92,0.92,4.6,1.58,1.26,4.28,6.77,9673.09,16895.15,4.51,75.66,25.92,120171.59,0,3.0,A-
Aarav Technologies,Real Estate,10.0,1750.52,10.13,5.29,1.66,1.08,1.04,0.94,2.47,5.92,-111.63,16912.0,0.87,54.86,12.13,6225.78,0,6.3,BB+
Vindhya Industries,Cement,2678.28,604.97,-2.14,4.75,3.3,1.26,0.22,0.56,-0.91,7.5,515.77,15104.08,0.5,57.41,10.43,7513.43,1,7.9,B+
Shri Engineering,Aviation,21714.52,13831.3,23.04,17.77,0.85,5.91,2.04,1.8,10.54,15.55,-1428.87,40155.79,1.65,52.42,30.61,7466.95,0,5.2,A
Meera Ceramics,Steel & Metals,11873.94,4531.76,26.78,10.59,0.94,3.78,1.54,1.36,7.43,2.69,958.83,19159.68,1.29,3.6,16.74,19945.84,1,4.2,BBB+
Meera Limited,Power & Utilities,8207.32,1474.47,8.13,8.12,1.83,1.3,0.87,0.76,4.67,4.53,1157.53,16945.57,1.8,47.46,12.41,12418.22,0,6.2,BB+
Laxmi Polymers,Media & Entertainment,2180.02,1628.83,10.25,-0.55,1.95,1.49,0.77,0.73,4.92,10.62,1368.05,18692.33,1.38,43.38,10.0,2566.99,0,7.6,BB+
Shakti Capital,Automobile,13383.45,336.1,10.21,2.79,1.71,1.57,1.5,0.8,3.32,7.67,183.34,17085.54,1.52,62.62,10.0,10.0,0,7.4,BB
Shri Corporation,Pharmaceuticals,18595.96,4360.59,8.2,6.28,0.32,3.33,0.75,1.33,8.11,11.42,-222.63,24508.55,2.73,53.71,35.85,12722.52,1,4.9,BBB
Vindhya Ventures,Infrastructure & Construction,1832.37,29848.62,25.84,19.47,0.41,5.37,2.91,1.15,12.05,19.77,11443.71,12584.99,3.65,48.5,54.14,134292.82,0,2.0,AA
Arun Finance,Power & Utilities,10321.95,-55.72,-1.18,0.75,2.29,1.55,1.03,0.6,1.75,4.93,831.07,14026.91,0.63,37.98,10.0,2918.38,0,8.0,B
Ganesh Chemicals,Media & Entertainment,4895.67,627.23,9.41,5.28,2.86,0.84,0.44,0.75,1.77,3.61,-6.42,19721.22,0.74,34.48,11.66,4124.63,1,8.0,B+
Narmada Enterprises,Chemicals,4395.56,651.36,13.54,1.01,2.33,2.08,0.74,1.07,3.47,8.18,1404.35,30992.21,1.26,50.64,20.97,5942.79,0,6.7,BB
Prem Finance,Chemicals,84473.45,18083.33,18.6,20.39,0.44,3.72,2.71,1.22,16.34,22.59,9633.2,27512.32,6.22,68.0,45.57,273349.24,0,3.0,AA
Anand Enterprises,Infrastructure & Construction,26594.67,2276.97,23.27,16.15,0.57,5.74,2.53,1.27,12.83,21.74,8626.95,10434.17,5.34,66.73,44.28,188105.67,0,2.0,AA-
Saraswati Ventures,Real Estate,2991.49,1113.76,13.09,8.17,1.81,2.97,1.1,0.64,1.04,5.48,38.81,36095.12,1.33,40.66,31.78,186.4,0,8.1,BB+
Radha Corporation,Automobile,74238.38,53361.77,35.5,26.53,0.41,15.01,2.51,1.94,11.04,21.67,17960.35,28513.88,5.89,80.9,11.81,78295.63,0,2.7,AAA
Param Power,Infrastructure & Construction,734.25,-1087.13,-19.96,-34.58,2.82,-0.0,0.35,0.22,-12.37,-32.51,-1020.33,6446.83,0.15,32.19,10.0,10.0,1,9.9,D
Desh Capital,Automobile,18755.02,8319.44,22.86,12.19,0.94,4.27,2.6,0.62,9.44,16.47,8571.77,17374.44,3.74,50.7,17.77,17155.69,0,2.2,A
Bharat Limited,Banking & Financial Services,17002.53,2039.14,17.31,9.16,1.59,1.3,0.48,0.72,5.65,4.52,674.05,10454.3,1.31,60.01,10.0,10.0,0,7.1,BB+
Shakti Infra,Textiles,3221.86,997.48,-0.46,3.79,2.45,1.3,0.42,0.56,2.11,2.75,576.59,21774.44,0.56,47.36,10.0,3135.04,0,6.8,B
Shri Polymers,Chemicals,44164.67,5225.9,17.1,14.83,0.55,4.23,2.22,1.34,4.36,18.42,4373.6,6954.8,0.79,62.84,21.68,12684.66,1,4.1,A
Ganga Power,FMCG,15832.15,11606.88,30.27,17.39,1.16,6.63,1.62,1.28,9.1,9.97,2922.47,6583.75,2.99,53.0,24.17,74614.98,0,2.9,A
Priya Corporation,Banking & Financial Services,22805.26,4857.63,11.02,8.7,0.89,3.26,1.44,1.14,5.64,11.82,558.7,24659.32,2.08,56.27,16.8,33733.78,0,4.7,BBB
Parvati Corporation,IT & Technology,12244.81,475.18,13.55,8.66,0.47,3.03,0.88,1.51,5.42,11.38,2917.73,27254.25,2.29,29.24,37.1,38687.38,0,4.9,BBB
Laxmi Ceramics,IT & Technology,10.0,1902.04,22.59,16.8,1.02,5.85,2.57,1.65,7.02,23.73,1615.33,5922.4,2.46,42.9,27.62,73942.72,0,3.5,A-
Nav Finance,Power & Utilities,15588.15,-1624.65,7.42,6.84,0.86,3.22,1.82,0.98,2.36,8.62,5579.04,38389.93,2.1,29.25,27.07,25755.46,0,4.5,BBB
Konkan Infra,Automobile,2912.11,176.1,0.42,5.1,3.21,0.86,0.97,0.66,4.51,6.49,450.43,12303.85,0.69,55.74,15.91,926.15,0,8.2,B-
Kiran Limited,Pharmaceuticals,10.0,3349.26,21.81,4.3,0.27,5.46,2.0,1.49,11.96,15.33,4509.39,8389.61,2.49,60.49,41.03,57938.57,0,4.5,A-
